GUID,Title,Abstract,status,"file url","Download count",URL,"Preprint DOI","Publisher DOI","Date created","Date modified"
gzaqe,"Universally consistent hybrid regression model for water quality prediction","In this work, we propose a hybrid regression model to solve a specific problem faced by a modern paper
manufacturing company. Boiler inlet water quality is a major concern for the company since it helps to
produce power and steam for the paper machine. If water treatment plant can not produce water of desired
quality as specified by the boiler, then it results in poor health of the boiler water tube and consequently
affects the quality of the paper. Variation in inlet water quality of the boiler is due to several crucial process
parameters. We build a hybrid regression model for boiler water quality prediction based on decision trees
and artificial neural networks. This model can be useful for manufacturing process quality improvement
for the paper company. We have proved the desired statistical consistency of the hybrid model to show
its robustness and universal use. The primary advantage of the model is its natural interpretability and
excellent performance when compared with other state-of-the-art.",1,https://api.osf.io/v2/files/5c0119d2b7ef1400164a23d9/,510,https://engrxiv.org/gzaqe/,10.31224/osf.io/gzaqe,,2018-11-30T11:12:43.992373,2019-02-19T11:17:24.345721
dgj97,"Spray characteristics of a fuel–water internally rapid mixing injector for burner combustion","The fuel-water internally rapid mixing type of injector has been developed to reduce NOx and soot emissions from combustion furnaces operating under high-load conditions. The injector allows spray injection of water emulsified fuel originating from base fuel and water without any surfactants. The aim of present study is to elucidate the mechanism of emulsification occurring in the injector and the atomization characteristics of the injector. We measured the sizes of fuel droplets discharged from the injector by means of a high-speed shadowgraph method combined with image processing. Soybean oil was used as the base fuel. The flow patterns of the fuel and water in a transparent mixing chamber of the injector were also visualized. In addition, we investigated the inner structure of the large droplets sampled by an immersion droplet sampling method. The base fuel, water and air are separately introduced into the injector. In the mixing chamber of the injector, fuel and water are blown by swirling air, and then impinge on the inner wall of the chamber. The base fuel is emulsified through the mixing of fuel with water resulting from the impingement. The emulsified fuel moves to injection holes along the inner wall, and is finally discharged through the injection holes with atomizing air. The probability profiles of droplet size exhibit that the existence probabilities of coarse droplets with diameters greater than approximately 35 mm are increased when the fuel is emulsified. Although the emulsification deteriorates the atomization capability of the injector, the secondary atomization including the micro-explosion occurring in combustion furnaces would form fine droplets, and thus reducing the soot emission from the furnaces. The microscope observations revealed that the emulsified fuel filling in a large droplet sampled corresponds to W/O type.",1,https://api.osf.io/v2/files/5c00c81e022ce90017141ff7/,467,https://engrxiv.org/dgj97/,10.31224/osf.io/dgj97,,2018-11-30T05:38:20.538580,2020-06-17T12:57:21.501195
bqg48,"Rapid emulsification of a fuel–water rapid internal mixing injector for emulsion fuel combustion","In this study, a fuel–water rapid internal mixing injector capable of reducing emissions from combustion furnaces operating under high load conditions was developed. Employing this injector allows the injection of a fresh emulsified fuel mixture without requiring surfactants or additional processing equipment. The aim of the present study was to investigate the emulsification, atomization, and emission performance of the injector when using soybean oil as a model high-viscosity fuel from a renewable source. Successful emulsification was observed in the mixing chamber over a wide range of water content ratios up to 0.5, under which a water-in-oil emulsion was discharged from the injector. As the water content ratio was increased, the Sauter mean diameter of the droplets in the spray increased. This is a result of the decrease in the mass flow ratio of atomizing gas to liquid and the increase in the viscosity of the fuel emulsion. Although the emulsification of the base fuel resulted in the discharge of large droplets, the results showed that the nitrogen oxide and particulate matter emissions from a combustion furnace incorporating the injector were found to be reduced simultaneously following the introduction of water even under a high combustion load.",1,https://api.osf.io/v2/files/5c0093a8b7ef140019492e82/,468,https://engrxiv.org/bqg48/,10.31224/osf.io/bqg48,10.1016/j.energy.2018.10.182,2018-11-30T01:46:40.718645,2020-06-17T12:57:25.788582
bjhwd,"A model for surface tension in the meshless finite volume particle method without spurious velocity","A surface tension model has been developed in the finite volume particle method (FVPM). FVPM is a conservative, consistent, meshless particle method that incorporates properties of both smoothed particle hydrodynamics and the mesh-based finite volume method. Surface tension force is applied only on free-surface particles, which are inexpensively and robustly detected using the FVPM definition of interparticle area, analogous to cell face area in the finite volume method. We present a model in which the direction of the pairwise surface tension force is approximated by the common tangent of free-surface particle supports. The new surface tension model is implemented in 2D. The method is validated for formation of an equilibrium viscous drop from square and elliptical initial states, drops on hydrophobic and hydrophilic walls, droplet collision, and impact of a small cylinder on a liquid surface. Results are practically free from parasitic current associated with inaccurate curvature determination in some methods.",1,https://api.osf.io/v2/files/5c001470aeafc80017882e0a/,556,https://engrxiv.org/bjhwd/,10.31224/osf.io/bjhwd,10.1016/j.compfluid.2018.11.019,2018-11-29T16:35:20.832728,2018-11-29T16:51:35.093230
by3h4,"Security Issues In A Relay Based Network","This document is about techniques in which the performance and reliability of a wireless network can be improved. We will discuss the cooperative communication system, how it operates and its security issues. Also, the future of the diversity in wireless networks will be analysed. In cooperative networks, the data is transmitted from sender to receiver via intermediate nodes called relays. The main objective is to consider the pros and cons of relaying techniques in order to improve wireless local area networks (WLANs)[1].",1,https://api.osf.io/v2/files/5bfcfe5bf961460018bbc995/,439,https://engrxiv.org/by3h4/,10.31224/osf.io/by3h4,,2018-11-27T08:22:09.863493,2018-11-27T14:48:30.301626
qpc2f,"A Feasibility Study on Flapping Wing Actuation using Dielectric Elastomers","Introduction of smart materials as actuators in flapping wing micro aerial vehicles (MAVs) eliminates the need for the traditional rotary power delivery mechanisms, allowing for lighter, smaller and more energy efficient designs. General kinematics of insect flight is investigated to relate the independent variable wing length to two dependent variables wingbeat frequency and stroke amplitude, to establish a benchmark of characteristics the smart material must possess. Dielectric Elastomers due to their high actuation strain, high actuation speed, low density, compliant nature and silent operation were evaluated to be suitable for flapping wing actuation. Through an experimental reference design study, corresponding finite element validation and extrapolation of the model to a unimorph bender actuator representative of an insect wing, a path is laid to achieving the kinematic parameters required for flight. Further modelling and analysis of the high voltage custom waveform generator and sensing circuit used in the experiments is done using a SPICE simulator.",1,https://api.osf.io/v2/files/5bfbb8df1a972e0018c5804f/,605,https://engrxiv.org/qpc2f/,10.31224/osf.io/qpc2f,,2018-11-26T09:27:11.045197,2018-11-26T15:03:21.374286
xwmh8,"Blo-Wiper: A Feasibility Study and Introduction of New Methods to Approach National Car Development Project (A Case Study for Malaysia Small Medium Enterprise-SME)","Malaysia is the only country in South East Asia has local capability to manufacture car from concept until mass production. The manufacturing sector has contributed as the largest Gross Domestic Product (GDP) for Malaysian economy. Thus, the decision of new government elected on 2018 to start a new national car project is the best decision to boost manufacturing sector to the next level. Currently, involvement of Malaysian SMEs in automotive manufacturing sector is still small and this time needs to be improved. Thus, new methods are suggested to help more SMEs to take part in 3rd National Car Project. The Characteristics of Potential High Skilled Automotive Entrepreneur (C-POSITIVE) and Rapid Development of Automotive SMEs (RADAS) will help related government agencies to selected suitable candidates to be Malaysian automotive SMEs. Besides that, the authors have invented Blo-Wiper concept to improve conventional windshield wiper which is ineffective during heavy rain especially for countries located at equatorial climate like Malaysia. The Blo-Wiper concept using two rain droplets removing process; blowing and wiping shown significant result to increase driver visibility based on preliminary simulation study. This white paper is prepared by the authors to help Malaysian government in 3rd National Car Project.",1,https://api.osf.io/v2/files/5bfb98d52885c4001b112509/,440,https://engrxiv.org/xwmh8/,10.31224/osf.io/xwmh8,,2018-11-26T07:10:11.134556,2018-11-29T16:18:40.367959
ju6rv,"Preliminary System and Hardware Design for Guardian, a Low-cost Automatic Pill Dispenser with Pneumatic Technology","This paper presents on-going progress on Guardian, a low-cost automatic pill dispenser aimed to help the elderly community to take their medication on time. The device is composed of a cylindrical body with a pneumatically powered system and rotating robotic arm in the center column as its core technology. This information in the paper is meant to record the development process that led to the filing of a provisional patent USPTO 15964875 (Application Number).",1,https://api.osf.io/v2/files/5bfa58637a55470016730c0c/,518,https://engrxiv.org/ju6rv/,10.31224/osf.io/ju6rv,,2018-11-25T08:10:10.454160,2018-11-25T16:01:04.507702
rv2tz,"Extensions of the meshless Finite Volume Particle Method (FVPM) for static and dynamic free-surface flows","The Finite Volume Particle Method (FVPM) is a meshless method that incorporates features of both Smoothed Particle Hydrodynamics and the Finite Volume Method. Here, two new formulations are presented which enhance its performance in simulation of free surface flows. One is a method for determining the velocity of the free surface, making use of a partial Riemann problem to analyse the flow between the particle barycentre and the geometric free surface. The second is a well-balanced formulation for gravity forces that enables hydrostatic equilibrium to be preserved exactly. Results are presented for hydrostatic, 1D impact, dambreak and deep-water standing wave test cases. Computations display convergence and good agreement with experimental data. The new methods recover exact hydrostatic equilibrium, improve robustness and reduce acoustic pressure fluctuations in dambreak flows, and reduce dissipation.",1,https://api.osf.io/v2/files/5bf6a0e2c21cd8001ba131f7/,670,https://engrxiv.org/rv2tz/,10.31224/osf.io/rv2tz,10.1016/j.compfluid.2018.09.019,2018-11-22T12:34:03.435526,2018-11-22T14:55:19.598184
2pzrv,"Comparison of Replica Leaf Surface Materials for Phyllosphere Microbiology","Artificial surfaces are routinely used instead of leaves to enable a reductionist approach in phyllosphere microbiology, the study of microorganisms residing on plant leaf surfaces. For instance, flat surfaces such as nutrient agar, enable the influence of nutrient supply on microorganisms to be investigated. In contrast microstructured surfaces, such as isolated leaf cuticles or reconstituted leaf waxes enable the influence of physicochemical properties to be investigated. However, interest in replica leaf surfaces as an artificial surface is growing. As replica surfaces offer an improved representation of the complex topography of leaf surfaces. The use of replica leaf surfaces has to date primarily been focused on replicating the superhydrophobic surfaces of leaves. Whereas in this paper, we investigate potential replica surface materials for phyllosphere microbiology studies. Using a test pattern, we investigated the resolution, the degradation characteristics in environmental conditions, surface energy, and bacterial survival characteristics for each potential replica material. Our results indicate that PDMS is the most suitable material for producing replica leaf surfaces. Due to the high resolution achieved through replica molding, extended stability, hydrophobic properties, and bacterial survival characteristics comparable to isolated leaf cuticles. Our experiments highlight the importance of considering the inherent material properties, when selecting a replica leaf surface for phyllosphere microbiology studies. A replica leaf produced in PDMS offers a control surface that can be used for investigating microbe-microbe and microbe-plant interactions in the phyllosphere. Thus, in turn enabling mitigation strategies against pathogens to either the plant host or humans to be developed.",1,https://api.osf.io/v2/files/5bee197b6989d00018497f9d/,486,https://engrxiv.org/2pzrv/,10.31224/osf.io/2pzrv,10.1371/journal.pone.0218102,2018-11-16T02:14:13.426372,2019-07-14T00:42:37.324004
ne8fv,"Investigation of the Effect of Electrode Surface Roughness on Spark Ignition","Lean-burn engines are important due to their ability to reduce emissions, increase fuel efficiency, and mitigate engine knock. In this study, the surface roughness of spark plug electrodes is investigated as a potential avenue to extend the lean flammability limit of natural gas. A nano-/micro-morphology modification is applied on surface of the spark plug electrode to increase its surface roughness. High-speed Z-type Schlieren visualization is used to investigate the effect of the electrode surface roughness on the spark ignition process in a premixed methane-air charge at different lean equivalence ratios. In order to observe the onset of ignition and flame kernel behavior, experiments were conducted in an optically accessible constant volume combustion chamber at ambient pressures and temperatures. The results indicate that the lean flammability limit of spark-ignited methane can be lowered by modulating the surface roughness of the spark plug electrode.",1,https://api.osf.io/v2/files/5bede89f6989d00017495cd1/,652,https://engrxiv.org/ne8fv/,10.31224/osf.io/ne8fv,10.1115/ICEF2018-9691,2018-11-15T21:46:23.999998,2018-11-16T14:18:41.076103
da7gf,"A Computational Investigation of Non-Premixed Combustion of Natural Gas Injected into Mixture of Argon and Oxygen","Natural gas is traditionally considered as a promising fuel in comparison to gasoline due to the potential of lower emissions and significant domestic reserves. These emissions can be further diminished by using noble gases, such as argon, instead of nitrogen as the working fluid in internal combustion engines. Furthermore, the use of argon as the working fluid can increase the thermodynamic efficiency due to its higher specific heat ratio. In comparison to pre-mixed operation, the direct injection of natural gas enables the engine to reach higher compression ratios while avoiding knock. Using argon as the working fluid increases the in-cylinder temperature at top dead center and enables the compression ignition of natural gas. In this numerical study, the combustion quality and ignition behavior of methane injected into a mixture of oxygen and argon has been investigated using a three-dimensional transient model of a constant volume combustion chamber. A dynamic structure large eddy simulation model has been utilized to capture the behavior of the non-premixed turbulent gaseous jet. A reduced mechanism consists of 22-species and 104-reactions were coupled with the CFD solver. The simulation results show that the methane jet ignites at engine-relevant conditions when nitrogen is replaced by argon as the working fluid. Ignition delay times are compared across a variety of operating conditions to show how mixing affects jet development and flame characteristics.",1,https://api.osf.io/v2/files/5bede6ec4b37e100194ca0de/,659,https://engrxiv.org/da7gf/,10.31224/osf.io/da7gf,10.1115/ICEF2018-9618,2018-11-15T21:39:30.668652,2018-11-16T14:17:49.361869
j94a8,"Numerical Modelling of Seabed Impact Effects on Chain and Small Diameter Mooring Cables","Catenary mooring lines experience liftoff from and grounding on the seabed when undergoing large dynamic motions. Numerical line mooring models account for this interaction using various seabed models and it is known that the action of liftoff and grounding may lead to large dynamic tension fluctuations. These fluctuations may be spurious due to the inability of discretised mooring models to adequately account for the effect of the seabed on the mooring line. In this work, the root cause and conditions that lead to the production of the large dynamic tension fluctuations is determined. The effect of line discretisation and seabed model on the tension
fluctuations is investigated using the widely used spring-mattress approach and a modified seabed reaction force model. An in-house mooring code was developed to perform these investigations. For code validation and benchmarking, and to illustrate the existence of the tension fluctuations problem due to nodal grounding in
existing mooring line simulation codes, comparisons are made to a commercial software.",1,https://api.osf.io/v2/files/5bebb5c29ebb7b0018bebe5c/,609,https://engrxiv.org/j94a8/,10.31224/osf.io/j94a8,10.1016/j.apor.2018.09.010,2018-11-14T05:50:34.225383,2018-11-14T14:37:16.170431
vng79,"Fabrication of Multi-material 3D Structures by the Integration of Direct Laser Writing and MEMS Stencil Patterning","The construction of a complex, 3D optical metamaterial challenges conventional nanofabrication techniques. These metamaterials require patterning of both a deformable mechanical substrate and an optically-active structure with ~200 nm resolution and precision. The soft nature of the deformable mechanical materials often precludes the use of resist-based techniques for patterning.  Furthermore,    FIB deposition approaches produce metallic structures with considerable disorder and impurities, impairing their optical response. In this paper we discuss a novel solution to this nanofabrication challenge -- the integration of direct laser writing and MEMS stencil patterning.  We demonstrate a variety of methods  that enable this integration and then show how one can produce optically-active, 3D metamaterials.  We present optical characterization data on one of these metamaterials to demonstrate the viability of our nanofabrication approach.",1,https://api.osf.io/v2/files/5be9e6ec319ea5001e4a200e/,454,https://engrxiv.org/vng79/,10.31224/osf.io/vng79,,2018-11-12T21:08:14.416001,2018-11-12T21:11:27.710343
ntfdp,"Using Drive-by Health Monitoring to Detect Bridge Damage Considering Environmental and Operational Effects","Drive-by Health Monitoring utilizes accelerometers mounted on vehicles to gather dynamic response data that can be used to continuously evaluate the health of bridges faster and with less equipment than traditional structural health monitoring practices. Because vehicles and bridges create a coupled system, vehicle acceleration data contains information about bridge frequencies that can be used as health indicators. However, for drive-by health monitoring to be viable, variabilities in dynamic measurements caused by environmental and operational parameters, such as temperature, vehicle speed, traffic, and surface roughness need to be considered. In this paper, a finite element model of a simply supported bridge is developed considering the aforementioned variabilities and various levels of structural damage. Vehicle acceleration data obtained from the model is analyzed in the frequency domain and processed using a neural network architecture. This method is used to determine the relationships between noise inducing variables and changes in vehicle dynamic response spectrum; these relationships are leveraged to predict the overall health of the subject bridge. The results from this study indicate that the proposed approach can serve as a viable health monitoring strategy and should be further tested on physical bridge systems.",1,https://api.osf.io/v2/files/5be9b78dd354e900177d0802/,517,https://engrxiv.org/ntfdp/,10.31224/osf.io/ntfdp,,2018-11-12T17:30:55.981954,2019-07-19T20:42:31.043644
ejy4v,"LITHIUM DOPED DOUBLE WALLED CARBON NANO-TUBE ELECTRICITY STORAGE CELL","Many double walled carbon nano-tubes, the inner one intercalated with lithium atoms, can be used to construct an electricity storage cell of high capacity, easy to charge, and easy to use. Ideal for motor vehicles and multiple other uses.",1,https://api.osf.io/v2/files/5be8e50758c0de0017741840/,378,https://engrxiv.org/ejy4v/,10.31224/osf.io/ejy4v,,2018-11-12T02:41:22.915019,2018-11-12T04:34:38.839523
s5j7u,"Influence of insulation defects on the thermal performance of walls. An experimental and numerical investigation","The addition of insulating layers on vertical walls of buildings is a common practice for providing a higher thermal insulation of the envelope. Workmanship defects, however, might influence the effectiveness of such insulation strategy. Damaged materials, incorrect installation, use of aged or weathered materials might alter the capability of reducing heat transfer through the envelope, whether vertical or sloped. In this work, drawbacks caused by the wrong installation of insulating material and by damaged material are assessed. A specimen wall was investigated by experimental and numerical approaches, the latter carried out by using COMSOL Multiphysics®. Results are compared and discussed.",1,https://api.osf.io/v2/files/5be7652958c0de00167179fb/,494,https://engrxiv.org/s5j7u/,10.31224/osf.io/s5j7u,10.1016/j.jobe.2018.10.029,2018-11-10T23:21:49.413982,2018-11-11T13:13:54.587626
9gf82,"The impact of climatic extreme events on the feasibility of fully renewable power systems: a case study for Sweden","Future energy systems with high shares of intermittent renewables will be stressed by climatic extreme events. We assess the frequency, duration, and magnitude of such extreme residual load events with a share of VRE generation of about 50% for the case of Sweden. For our analysis, we use 29 years of river runoff and of wind power and PV generation simulated from physical models. Hourly load is simulated from temperature data with a time series model. The resulting time series are combined with historic capacity and ramping restrictions of hydro and thermal power plants in an optimization model to minimize extreme residual load events. Results indicate that under high VRE shares climatic extreme events affect even highly flexible power systems as the Swedish one. Replacing current nuclear power capacities by wind power results on average in three extreme residual load events per year. These events are partly linked to the observation that wind speeds are likely below seasonal average in very cold weather conditions. Deploying PV generation capacities instead of wind increases the number of extreme residual load events by about 6 %, as most events occur during the winter month when solar generation is close to zero.",1,https://api.osf.io/v2/files/5be440610fa9f5001cb46995/,419,https://engrxiv.org/9gf82/,10.31224/osf.io/9gf82,,2018-11-08T14:02:21.846012,2019-04-25T20:56:55.960353
rfmd5,"On the Convergence of the Matrix Lambert W Approach to Solution of Systems of Delay Differential Equations","Convergence aspects of the matrix Lambert W function method for solving systems of delay differential equations (DDEs) are considered. Recent research results show that convergence problems can occur with certain DDEs when using the well-established Q-iteration approach. A complementary, and recently proposed, W-iteration approach is shown to converge even on systems where the Q-iteration fails. Furthermore, the role played by the branch numbers k = -∞ .. -2, -1, 0, 1, 2 , .. ∞ of the matrix Lambert W function, Wk, in terms of initializing the iterative solutions, is also discussed and elucidated.  Several second order examples, known to have convergence problems with Q-iteration, are readily solved by W-iteration. Examples of third and fourth order DDEs show that the W-iteration method is also effective on higher-order systems.",1,https://api.osf.io/v2/files/5be3452e0fa9f5001bb338b0/,517,https://engrxiv.org/rfmd5/,10.31224/osf.io/rfmd5,,2018-11-07T20:08:45.138861,2018-11-07T20:11:32.052784
gw4ts,"Diversity In Wireless Networks","This document is about techniques in which the performance and reliability of a wireless network can be improved. We will discuss the cooperative communication system, how it operates and its security issues. Also, the future of the diversity in wireless networks will be analysed [1]. In cooperative networks, the data is transmitted from sender to receiver via intermediate nodes called relays. The main objective is to consider the pros and cons of relaying techniques in order to improve wireless local area networks (WLANs) [2].",1,https://api.osf.io/v2/files/5be31d7ae057c600160dd790/,465,https://engrxiv.org/gw4ts/,10.31224/osf.io/gw4ts,,2018-11-07T17:16:23.915509,2018-11-07T19:41:21.666609
vy3na,"A Power-Domain NOMA Inspired Overlay Spectrum Sharing Scheme","Non-orthogonal multiple access (NOMA) and cooperative spectrum sharing (CSS) are integrated into this work to enhance both spectrum efficiency and utilization. An overlay spectrum sharing is proposed by exploiting NOMA in coordinated direct and relay transmission (CDRT) (termed as CSS-NOMA-CDRT). In CSS-NOMA-CDRT, a primary strong NOMA user is directly served by primary transmitter (PT), whereas a primary NOMA weak user needs the assistance of a relay to communicate with PT. Instead of using a dedicated relay, a secondary transmitter (ST) acts as a relay to forward the primary symbol to NOMA weak user and ST transmits own symbol to its receiver at the same time. The performance of the proposed CSS-NOMA-CDRT is evaluated along with closed-form solutions, in terms of ergodic sum capacity and outage probability. Through the analytical and Monte Carlo simulation results, it is demonstrated that CSS-NOMA-CDRT can obtain remarkable capacity gain as compared to the conventional NOMA-based CDRT.",1,https://api.osf.io/v2/files/5be1c08846f8cd0018d42363/,525,https://engrxiv.org/vy3na/,10.31224/osf.io/vy3na,,2018-11-06T16:31:08.260134,2018-11-06T17:39:46.038213
xvbry,"Continuum Arm Manipulator Refinement for Assistive Technology","Rigid link robots currently dominate the market for manipulators in assistive technology, though research on continuum robots for assistive technology has been developing over recent years. These types of robots have a continuous backbone that allows them to have infinite degrees of freedom, making them highly compliant, however this brings challenges in terms of modelling and control. In this work, we describe the design for a continuum arm suitable for assistive technology applications.",1,https://api.osf.io/v2/files/5be0bf28a613300016cc4bae/,437,https://engrxiv.org/xvbry/,10.31224/osf.io/xvbry,,2018-11-05T22:08:58.355653,2019-01-07T14:11:59.111226
5dtz2,"Pneumatic Braking Mechanism","Pneumatic Braking Mechanism is an implementation of regenerative braking system for automobiles. It uses pneumatic compression to store the kinetic energy of the vehicle. The compressed air is used to produce electricity through a turbine, and then used for supercharging the engine of the automobile.

The complete mechanism can be divided into two parts:
- Braking
- Regeneration

Regeneration mechanism can be further subdivided into:
- Expansion
- Supercharging

The rotational motion of wheels of the vehicle is used to drive reciprocating compressors. Compressors are engaged with the help of a clutch and crankshaft unit when brakes are applied. Compression process converts the kinetic energy of the vehicle in the form of compressed air. In the process, vehicle loses its energy and comes to a standstill.

The compressed air goes to a turbine and generator unit where expansion takes place and electricity is produced. The outlet air from turbine at lower pressure is used for supercharging.",1,https://api.osf.io/v2/files/5bdcc112954c620017e4c234/,463,https://engrxiv.org/5dtz2/,10.31224/osf.io/5dtz2,,2018-11-02T21:43:24.646367,2018-11-02T22:01:30.390043
n7h9y,"Open Loop Position Control of Soft Continuum Arm Using Deep Reinforcement Learning","Soft robots undergo large nonlinear spatial deformations due to both inherent actuation and external loading. The physics underlying these deformations is complex, and often requires intricate analytical and numerical models. The complexity of these models may render traditional model based control difficult and unsuitable. Model-free methods offer an alternative for analyzing the behavior of such complex systems without the need for elaborate modeling techniques.
In this paper, we present a model-free approach for open loop position control of a soft spatial continuum arm, based on deep reinforcement learning. The continuum arm is pneumatically actuated and attains a spatial workspace by a combination of
unidirectional bending and bidirectional torsional deformation. We use Deep-Q Learning with experience replay to train the system in simulation. The efficacy and robustness of the control policy obtained from the system is validated both in simulation and on the continuum arm prototype for varying external loading conditions",1,https://api.osf.io/v2/files/5bdb1745a28e68001ba32d45/,1105,https://engrxiv.org/n7h9y/,10.31224/osf.io/n7h9y,,2018-11-01T15:14:22.130682,2018-11-06T14:49:08.893270
ze6yu,"FACE DETECTION AND RESTORATION UNDER OCCLUSIONS : A LITERATURE REVIEW","One of the main challenges of the face recognition is occlusions. Occlusion in an image refers to hindrance in the view of an object. Face recognition which work in the presence of occlusions are core for the current needs in the field of identification of suspects, as criminals try to take advantage of the weaknesses among the implemented security systems by camouflaging themselves and occluding their face with eyeglasses, hair, hands, or covering their face with scarves and hats. Human face recognition under occlusion is broadly classified into 8 categories Karhunen-Loeve Expansion Method, Model Based Method, Correlation Based Method, Template Based Method, Feature Based Method, Geometric Based Method, Singular Value Decomposition Based Method and Neural Network Based Algorithm. The paper details the experiments and databases used to handle the problem of occlusion and the results obtained by different authors. Lastly, a comparison of various techniques is presented and some conclusions are drawn referring to the best outcomes.",1,https://api.osf.io/v2/files/5bda8acf9764d2001a57b905/,252,https://engrxiv.org/ze6yu/,10.31224/osf.io/ze6yu,,2018-11-01T05:13:15.265158,2018-11-01T14:11:02.242303
eg3qk,"Technical Report for the Erratum of:\\ ""Design and Evaluation of a Balance Assistance Control Moment Gyroscope"" [ASME J. Mech. Rob., 2017, 9(5), p.051007: DOI: 10.1115/1.4037255]","Details for the errata of the paper ""Design and Evaluation of a Balance Assistance Control Moment Gyroscope"" DOI: 10.1115/1.4037255, published in the ASME Journal of Mechanisms and Robotics.",1,https://api.osf.io/v2/files/5bd873a3e6ea9400193421f4/,483,https://engrxiv.org/eg3qk/,10.31224/osf.io/eg3qk,,2018-10-30T15:11:15.690764,2018-10-30T16:37:49.925410
298d4,"Integrated energy analysis of cutting process and spindle subsystem in a turning machine","This paper presents a novel approach for systematic energy efficiency evaluation and optimization in turning operations, combining spindle, chiller and material removal models. Framing a joint machine-process design approach, the proposed study aims at selecting optimal combinations of cutting parameters (feed rate, depth of cut and spindle speed) for a given spindle-chiller assembly, able to minimize the energy consumption. Contrary to most of the literature, where the efficiency analysis is fully empirical, relying on extended cutting test campaigns, here a model-based approach is adopted. The goal is to characterize a key subsystem of modern machine tools, often used in both turning and milling machines, composed by a permanent magnet brushless direct-drive spindle with a dedicated chiller unit. Analytical relationships are identified, producing efficiency maps as a function of various process parameters. Physic-based models are exploited, reproducing electrical and mechanical energy dissipation occurring in the spindle and chiller units and in the material removal process. The models parameters are identified by a reduced set of spindle ramp-up and cutting tests, executed in an industrial context. Then, an overall process efficiency optimization is performed and discussed.",1,https://api.osf.io/v2/files/5bd1b149cce43e0016790434/,567,https://engrxiv.org/298d4/,10.31224/osf.io/298d4,10.1016/j.jclepro.2017.09.234,2018-10-25T12:09:45.033536,2018-10-25T14:28:34.913028
q6h8e,"Cooperation for Vehicular Delay Tolerant Network","This article reviews the literature related to Vehicular Delay Tolerant Network with focus on Cooperation. It starts by examining definitions of some of the fields of research in VDTN. An overview of VDTN with cooperative networks is presented.",1,https://api.osf.io/v2/files/5bd19db8cce43e001877e41e/,356,https://engrxiv.org/q6h8e/,10.31224/osf.io/q6h8e,,2018-10-25T10:41:58.455981,2018-10-25T14:27:06.423567
bgzd3,"Relaying in Telecommunications","In recent years, Vehicular Ad Hoc Network (VANET) has attracted considerable attention both from academia and industry. In VANET, multiple access technologies such as cellular system, Wireless Local Area Network (WLAN) are integrated to support the service requirements of vehicular users. Multi-hopping vehicular networks (VANETs) provide environmental awareness across large regions even if there does not exist direct communication between several vehicles within the region. However, the volume of messages that are received and rebroadcasted via the relay vehicles can cause broadcast storms and network jams. In them the systems are subject to wireless interference and disconnections, thus hindering the availability and reliability of source-destination connections. Another major problem arises when VANETs are sparse, causing excessive retransmissions and delays due to long periods without maintain connection between pair of vehicles. This article reviews the literature related to Vehicular Delay Tolerant Network with focus on Cooperation. It starts by examining definitions of some of the fields of research in VDTN. An overview of VDTN with cooperative networks is presented.",1,https://api.osf.io/v2/files/5bd16eda8b330000181fa73e/,428,https://engrxiv.org/bgzd3/,10.31224/osf.io/bgzd3,,2018-10-25T07:22:47.522861,2018-10-25T14:24:40.882182
smdax,"Denial of Service Attack in Cooperative Networks","In Denial of Service (DoS) attack the network resources are either delayed or refused to be assigned to the requested
user [1]. This may occurs due to verity of reasons, could be intentionally or unintentionally. The unintentional case is quite hard
to mitigate. In this paper we will refer the former case in context of cooperative networks. In cooperative networks we relay the
data via intermediate nodes called relays. The relay selection is mechanism [2] need to be devised with focus on mitigating
such attacks. In this paper we will enhance the relay selection mechanism address by [3] to propose the novel relay selection
with emphasis on security of Wireless Local Area Networks.",1,https://api.osf.io/v2/files/5bcc66b4e121f20018fe550f/,344,https://engrxiv.org/smdax/,10.31224/osf.io/smdax,,2018-10-21T11:53:10.507355,2018-10-21T15:37:59.284610
3tsgr,"Technical Note: Nominal Stiffness Evaluation and Regression Analysis of GT-2 Rubber-Fiberglass Timing Belts","GT-style rubber-fiberglass (RF) timing belts are designed to effectively transfer rotational motion from pulleys to linear motion in small machines and mechatronic systems. One of the characteristics of belts under this type of loading condition is that the length between load and pulleys changes during operation, thereby changing their effective stiffness. It has been shown that the effective stiffness of such a belt is a function of a ""nominal stiffness"" and the real-time belt section lengths. However, this nominal stiffness is not necessarily constant; it is common to assume linear proportional stiffness, but this often results in system modeling error. This technical note describes a brief study where the nominal stiffness of two lengths (400 mm and 760 mm ) of GT-2 RF timing belts was tested up to breaking point; regression analysis was performed on the results to best model the observed stiffness. The study was replicated three times, providing a total of six stiffness curves. It was found that cubic regression models (R^2 &gt; 0.999) were the best fit, but that quadratic and linear models still provided acceptable representations of the whole dataset with R^2 values above 0.940.",1,https://api.osf.io/v2/files/5bcae418a334dd0017f0d155/,730,https://engrxiv.org/3tsgr/,10.31224/osf.io/3tsgr,,2018-10-20T08:29:13.646212,2018-10-21T03:27:28.317734
